Gen PropellantDoesNotIgnite PropellantSnuffsOut Blowby_projectile Blowby_breech NotEnoughPressure TooMuchPressure FailToInitiatePower InsufficientBatterySupply MotorDamage InadequateTorque GEUCommandNotRecieved CapacitorNotCharged CommandSentEarly CommandSentLate IgnitePropellant SealGas GeneratePressure InitiateInflightPower ModifyAttitude ArmWarheadFuze SendFireCommand Launch BallisticFlight TerminalEffects System red_system System red_system
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 1 1 2 2 1 0 0 0 0.110019569471624 0.463620352250489
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 3 0 2 1 0 1 1 0 0 0.112563600782779 0.452426614481409
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 1 1 0 0 1 0 0.112739726027397 0.430293542074364
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 1 1 2 1 0 1 0 0 0.114461839530333 0.450215264187867
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 1 0 3 2 0 0 1 0 0 0.1153228962818 0.456086105675146
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 3 0 1 0 2 1 0 1 0 0.115753424657534 0.438688845401174
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 1 2 1 2 1 0 1 1 0 0 0.116340508806262 0.470234833659491
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 1 2 1 1 2 0 0 0 0.11679060665362 0.510567514677104
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 0 1 2 0 1 2 1 0 0.116829745596869 0.483287671232877
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 1 0 2 1 1 2 0 0 0.117005870841487 0.465362035225049
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 2 1 2 0 0 0 0 0 0.117808219178082 0.451917808219178
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 3 1 1 1 1 0 2 0 0 0.118160469667319 0.456516634050881
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 1 2 1 1 1 0 0 0.11825831702544 0.460234833659491
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 2 0 1 1 1 1 0 0.118610567514677 0.471487279843444
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 2 2 0 1 2 0 0 0.119119373776908 0.470861056751468
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 1 1 3 1 1 0 0 0.119275929549902 0.474050880626223
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 0 1 0 1 2 1 0 0 0.119393346379648 0.446947162426614
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 2 0 2 2 0 1 0 0 0.119412915851272 0.447436399217221
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 1 1 1 2 1 1 0 0 0.119452054794521 0.445851272015655
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 2 2 0 2 1 0 0.119530332681018 0.448023483365949
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 1 1 1 3 1 0 0 0 0.119608610567515 0.462876712328767
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 2 2 0 0 2 1 0 0 0 0.120763209393346 0.439784735812133
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 2 2 2 1 0 0 0.121174168297456 0.459197651663405
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 1 0 2 1 1 2 0 0 0.121174168297456 0.461663405088063
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 1 2 3 1 0 0 0 0.121819960861057 0.427886497064579
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 1 1 2 1 0 1 0 0.122074363992172 0.436164383561644
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 1 0 1 1 2 1 1 0 0 0.122270058708415 0.422446183953033
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 2 0 2 1 0 2 1 0 0.122309197651663 0.467553816046967
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 1 2 2 2 0 1 0 0 0.122681017612524 0.425401174168297
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 2 2 1 2 2 0 0 1 0 0.12293542074364 0.474892367906067
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 3 1 0 0 1 2 1 0 0 0.12307240704501 0.452250489236791
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 1 1 2 0 1 2 1 0 0 0.123150684931507 0.442270058708415
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 0 2 2 1 1 0 2 0 0 0.123835616438356 0.432837573385518
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 2 0 2 1 1 1 0 0 0 0.124031311154599 0.425185909980431
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 1 1 2 1 2 1 0 0 0.124207436399217 0.502700587084149
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 0 1 1 2 1 0 1 0 0.124227005870841 0.466223091976516
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 2 0 1 1 2 1 0 0.12440313111546 0.470039138943249
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 3 2 1 2 0 0 0.125146771037182 0.454109589041096
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 1 0 2 1 1 1 1 0 0.12518590998043 0.500684931506849
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 2 0 1 1 1 2 0 0 0.12545988258317 0.47440313111546
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 1 2 1 2 1 1 0 0 0.125479452054795 0.448199608610568
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 2 1 1 0 0.12559686888454 0.468904109589041
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 1 1 0 0 0 1 1 0 0 0.125714285714286 0.447514677103718
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 3 2 1 0 0 2 1 0 0 0.125968688845401 0.463796477495107
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 2 0 2 0 1 2 0 0 0.125988258317025 0.532954990215264
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 0 1 2 2 1 1 1 0 0 0.12600782778865 0.454442270058708
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 3 1 1 1 0 2 0 1 0 0.126046966731898 0.483131115459883
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 1 2 1 1 0 0.126105675146771 0.454500978473581
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 3 1 1 0 2 1 0 0.126536203522505 0.45573385518591
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 1 3 1 0 0 1 1 0 0 0.126868884540117 0.445557729941292
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 1 1 0 2 2 1 0 0 0.127279843444227 0.448277886497064
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 2 2 1 1 1 1 0 0 0.127358121330724 0.504461839530333
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 3 1 1 2 1 1 0 0 0.127514677103718 0.435342465753425
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 1 1 3 1 0 0 0.127651663405088 0.461585127201565
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 0 3 1 1 0 0 2 0 0 0.127749510763209 0.447221135029354
