EndOfGen Gen PropellantDoesNotIgnite PropellantSnuffsOut Blowby_projectile Blowby_breech NotEnoughPressure TooMuchPressure FailToInitiatePower InsufficientBatterySupply MotorDamage InadequateTorque GEUCommandNotRecieved CapacitorNotCharged CommandSentEarly CommandSentLate IgnitePropellant SealGas GeneratePressure InitiateInflightPower ModifyAttitude ArmWarheadFuze SendFireCommand Launch BallisticFlight TerminalEffects System red_system System red_system
12 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 3 0 1 2 2 0 0 0 0 0.099902 0.425225
12 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 0 0 1 2 1 0 0 0 0.112818 0.403131
13 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 1 1 0 1 2 1 0 0 0 0.117162 0.401037
13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 1 1 2 3 0 0 0 0 0.107436 0.406301
13 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313
13 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 1 0 2 3 0 0 0 0 0.109276 0.40456
13 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 0 2 3 0 0 0 0 0.105323 0.409002
13 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 0 0 1 2 0 0 1 0 0.114638 0.402642
13 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 3 0 1 2 2 0 0 0 0 0.099902 0.425225
13 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 0 0 1 2 1 0 0 0 0.112818 0.403131
13 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 2 0 0 2 3 0 0 0 0 0.103875 0.409432
14 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 1 1 0 1 2 1 0 0 0 0.117162 0.401037
14 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 1 1 2 3 0 0 0 0 0.107436 0.406301
14 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313
14 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 1 0 2 3 0 0 0 0 0.109276 0.40456
14 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 0 2 3 0 0 0 0 0.105323 0.409002
14 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 0 0 1 2 0 0 1 0 0.114638 0.402642
14 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 3 0 1 2 2 0 0 0 0 0.099902 0.425225
14 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 0 0 1 2 1 0 0 0 0.112818 0.403131
14 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 2 0 0 2 3 0 0 0 0 0.103875 0.409432
14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 2 0 0 2 3 0 0 0 0 0.102935 0.418728
15 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 1 1 0 1 2 1 0 0 0 0.117162 0.401037
15 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 1 1 2 3 0 0 0 0 0.107436 0.406301
15 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313
15 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 1 0 2 3 0 0 0 0 0.109276 0.40456
15 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 0 2 3 0 0 0 0 0.105323 0.409002
15 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 0 0 1 2 0 0 1 0 0.114638 0.402642
15 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 3 0 1 2 2 0 0 0 0 0.099902 0.425225
15 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 0 0 1 2 1 0 0 0 0.112818 0.403131
15 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 2 0 0 2 3 0 0 0 0 0.103875 0.409432
15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 2 0 0 2 3 0 0 0 0 0.102935 0.418728
16 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 1 1 0 1 2 1 0 0 0 0.117162 0.401037
16 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 1 1 2 3 0 0 0 0 0.107436 0.406301
16 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313
16 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 1 0 2 3 0 0 0 0 0.109276 0.40456
16 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 0 2 3 0 0 0 0 0.105323 0.409002
16 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 0 0 1 2 0 0 1 0 0.114638 0.402642
16 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 3 0 1 2 2 0 0 0 0 0.099902 0.425225
16 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 0 0 1 2 1 0 0 0 0.112818 0.403131
16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 2 0 0 2 3 0 0 0 0 0.103875 0.409432
16 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 2 0 0 2 3 0 0 0 0 0.102935 0.418728
17 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 1 1 0 1 2 1 0 0 0 0.117162 0.401037
17 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 1 1 2 3 0 0 0 0 0.107436 0.406301
17 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 1 0 2 3 0 0 0 0 0.109276 0.40456
17 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 0 2 3 0 0 0 0 0.105323 0.409002
17 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 0 0 1 2 0 0 1 0 0.114638 0.402642
17 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 0 0 1 2 1 0 0 0 0.112818 0.403131
17 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 2 0 0 2 3 0 0 0 0 0.103875 0.409432
17 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 2 3 0 0 0 0 0.099628 0.412485
