"Gen" "PropellantDoesNotIgnite" "PropellantSnuffsOut" "Blowby_projectile" "Blowby_breech" "NotEnoughPressure" "TooMuchPressure" "FailToInitiatePower" "InsufficientBatterySupply" "MotorDamage" "InadequateTorque" "GEUCommandNotRecieved" "CapacitorNotCharged" "CommandSentEarly" "CommandSentLate" "IgnitePropellant" "SealGas" "GeneratePressure" "InitiateInflightPower" "ModifyAttitude" "ArmWarheadFuze" "SendFireCommand" "Launch" "BallisticFlight" "TerminalEffects" "System" "red_system" "System" "red_system" "des"
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 2 3 0 0 0 0 0.101722 0.420313 0.101722
