Gen PropellantDoesNotIgnite PropellantSnuffsOut Blowby_projectile Blowby_breech NotEnoughPressure TooMuchPressure FailToInitiatePower InsufficientBatterySupply MotorDamage InadequateTorque GEUCommandNotRecieved CapacitorNotCharged CommandSentEarly CommandSentLate IgnitePropellant SealGas GeneratePressure InitiateInflightPower ModifyAttitude ArmWarheadFuze SendFireCommand Launch BallisticFlight TerminalEffects System red_system System red_system
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 2 2 3 0 1 1 1 0 0.296262230919765 0.558023483365949
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 2 2 0 0 3 1 0 0 0.296536203522505 0.512191780821918
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 2 2 1 1 1 1 0 0.299608610567515 0.533796477495108
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 2 1 3 2 0 2 0 0 0 0.300156555772994 0.562230919765166
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 3 2 0 0 0.301174168297456 0.538982387475538
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 2 1 2 2 0 1 0 0.30160469667319 0.590293542074364
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1 1 1 2 2 0 0 0.302328767123288 0.513835616438356
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 2 2 0 1 2 1 0 0.303150684931507 0.589275929549902
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 2 1 2 1 0 0.303228962818004 0.586849315068493
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 1 1 2 2 0 1 1 1 0 0.303424657534247 0.589549902152642
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 2 2 1 0 1 2 0 0 0.303581213307241 0.561565557729941
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 0 1 1 2 0 0 0.303718199608611 0.537847358121331
