PropellantDoesNotIgnite PropellantSnuffsOut Blowby_projectile Blowby_breech NotEnoughPressure TooMuchPressure FailToInitiatePower InsufficientBatterySupply MotorDamage InadequateTorque GEUCommandNotRecieved CapacitorNotCharged CommandSentEarly CommandSentLate IgnitePropellant SealGas GeneratePressure InitiateInflightPower ModifyAttitude ArmWarheadFuze SendFireCommand Launch BallisticFlight TerminalEffects System red_system System red_system
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 2 2 3 0 0 0 0.0832093933463797 0.442504892367906
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 3 2 1 2 1 0 0 0.0799804305283758 0.434892367906067
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 1 1 2 1 1 1 0 0.0808414872798435 0.417397260273973
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 1 0 3 0 2 1 0 0.0811741682974559 0.418590998043053
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 1 0 1 1 1 1 0 0.0935029354207437 0.434285714285714
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 1 1 1 2 1 0 0 0.0751076320939335 0.435303326810176
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 1 0 2 1 1 1 0 0 0.0838551859099805 0.42559686888454
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 1 1 1 0 2 1 0 0 0.0746575342465753 0.453405088062622
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 2 2 2 0 0 0.0854794520547945 0.430254403131115
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 3 0 0 1 0 0 0.0781996086105675 0.435381604696673
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 1 0 0 1 2 2 0 0 0.0820352250489236 0.449334637964775
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 1 1 2 3 0 2 0 0 0 0.0774168297455968 0.432681017612524
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 1 0 1 1 2 0 1 0 0.0760078277886497 0.419197651663405
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1 2 1 1 1 0 0.0893542074363993 0.429823874755382
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 1 2 1 3 0 2 0 0 0 0.0798043052837574 0.430978473581213
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 2 1 0 1 0 2 0 0 0.0739530332681018 0.42986301369863
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 2 2 3 2 1 0 0 0 0 0.0825244618395303 0.42454011741683
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 2 0 2 0 2 1 0 0.0935616438356165 0.418101761252446
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 1 1 1 3 1 0 0 0 0 0.0832289628180039 0.417769080234834
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 2 2 0 1 1 0 0 0 0.0909980430528376 0.416966731898239
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 1 3 2 2 0 1 0 0 0 0.0829941291585127 0.443170254403131
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 1 0 1 2 0 2 1 0 0.0917808219178082 0.411448140900196
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 0 3 1 1 0 2 0 0 0.0767710371819961 0.442954990215264
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 1 1 2 1 1 0 0.0783365949119374 0.442133072407045
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 2 0 1 0 1 1 1 0 0.0820352250489237 0.431722113502935
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 2 1 1 2 0 1 0 0.0879647749510763 0.420547945205479
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 1 1 0 0 3 0 1 0 0.0833855185909981 0.425714285714286
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 3 2 1 0 0 0.0898434442270059 0.417632093933464
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 2 0 2 1 0 1 0 0 0.0809393346379648 0.432191780821918
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 2 1 0 2 0 1 2 0 0 0.0736399217221135 0.434892367906066
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 1 2 0 0 0 0.0719373776908024 0.416183953033268
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 1 2 2 0 1 0 1 0 0 0.083307240704501 0.417123287671233
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 2 2 1 1 0 1 0 0 0.0735420743639922 0.441565557729941
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 1 2 1 0 1 2 0 0 0.0948140900195695 0.427162426614481
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 2 3 2 2 1 0 0 0 0.0761056751467711 0.4253228962818
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 1 2 0 3 0 1 0 0 0.080293542074364 0.421976516634051
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 3 1 1 1 1 0 0 0 0.0850489236790607 0.454207436399217
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 2 1 1 1 2 0 0 0.0909784735812133 0.442504892367906
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 1 0 1 2 2 1 0 1 0 0.0797651663405088 0.409843444227006
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1 2 1 1 0 0.0852250489236791 0.453405088062622
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 3 0 2 2 0 0 0.0781800391389433 0.466379647749511
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 2 1 2 1 0 1 0 0.0796673189823875 0.416555772994129
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 2 2 2 0 1 1 0 0.0839921722113503 0.427906066536203
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 2 0 0 1 1 1 1 0 0.0782974559686889 0.420606653620352
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 3 1 1 2 0 1 0 0.0815851272015656 0.44958904109589
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 2 0 2 1 0 0.0782191780821918 0.421526418786693
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 1 1 2 2 1 0 0.0891389432485323 0.442994129158513
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 1 0 1 0 0 0 1 0 0.0757534246575342 0.431585127201565
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 2 2 2 0 1 0 0.0893737769080235 0.428845401174168
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 0 1 2 0 0 0 0.0864970645792564 0.411448140900195
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 3 2 0 1 0 0 0 0 0.0849902152641879 0.421643835616438
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 0 2 2 1 2 0 0 0.0792759295499021 0.424911937377691
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 0 3 1 3 0 0 0 0.072641878669276 0.447847358121331
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 2 2 1 1 2 0 0 0.0913502935420744 0.431996086105675
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2 2 2 0 1 1 0 0 0.0870450097847358 0.471643835616438
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 1 1 2 1 2 0 0 0.0899608610567515 0.417514677103718
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 1 2 1 1 1 1 0 0 0.0819373776908024 0.429354207436399
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 1 2 2 1 0 0.0789041095890411 0.454911937377691
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 1 1 2 2 1 0 1 0 0.0875146771037183 0.415616438356165
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 1 1 1 2 1 0 0 0.088160469667319 0.421095890410959
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 2 2 1 0 1 0 1 0 0.0770645792563601 0.44174168297456
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 2 1 0 0.0836986301369863 0.436379647749511
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 1 1 0 2 0 1 1 1 0 0 0.0832289628180039 0.41238747553816
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 3 1 1 0 1 1 0 0 0.0948140900195695 0.440587084148728
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 1 2 1 2 0 0 0.0873972602739726 0.408277886497065
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 2 2 1 0 3 0 0 0.0830724070450098 0.435029354207437
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 0 1 1 0 2 1 0 0.0771232876712329 0.434168297455969
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 3 0 0 2 0 2 0 0 0.0925440313111546 0.405088062622309
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 1 1 2 1 1 0 0 0 0.0828767123287672 0.417358121330724
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 2 1 1 1 0 2 0 0 0.0817416829745597 0.427632093933464
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 0 1 1 2 0 1 0 0 0.0829158512720157 0.412994129158513
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 1 2 0 0 1 2 0 0 0.082172 0.433992
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 2 2 1 1 1 1 0 0 0.077534 0.44229
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 2 1 2 0 2 0 1 0 0.084168 0.434501
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 2 1 2 2 0 0 0 0.078963 0.423327
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 1 0 0 1 2 0 0 0 0.079198 0.407534
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 1 1 2 1 1 0 0 0.080254 0.411018
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 1 1 0 1 0 0.079843 0.453542
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 1 0 2 1 0 0.082681 0.444638
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 3 2 1 0 0 0 0 0.076204 0.429746
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 1 1 2 1 1 1 0 0 0.078963 0.426067
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 1 1 0 1 3 0 1 0 0.085127 0.418395
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 1 0 2 2 0 1 0 0.081918 0.425225
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 2 1 1 1 2 0 1 1 0 0.078376 0.430254
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 1 1 2 1 1 0 0 0.075812 0.427084
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 1 1 0 0 2 0 1 0 0.086712 0.422133
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 2 1 1 0 1 0 0 0.082622 0.438924
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 2 2 2 1 0 0 0 0.081292 0.415186
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 2 3 2 1 0 0 0 0 0.089139 0.418904
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 1 0 2 0 1 0 2 1 0 0.08317 0.441057
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 0 0 1 1 2 0 0 0.082994 0.44092
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 1 1 1 1 2 1 0 0 0.082016 0.433405
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 1 1 0 2 1 0 0 0 0.096301 0.434129
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1 1 0 1 1 0 1 2 1 0 0.08364 0.424247
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 2 1 1 0 0.092603 0.440039
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 1 0 0 2 2 1 0 0 0.083953 0.434384
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 3 1 0 2 1 2 0 0 0 0.074873 0.423738
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 1 1 1 1 1 1 0 0 0.072505 0.424677
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 1 1 1 1 2 0 0 0 0.081507 0.429119
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 2 2 2 0 0 1 1 0 0 0.081174 0.433875
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 2 1 0 1 1 2 1 0 0.078337 0.450157
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 3 2 1 2 0 0 0 0 0.078532 0.430978
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 0 2 1 2 0 1 0 0 0.083973 0.406106
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 2 0 2 1 0 0 0 0 0.074266 0.422798
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 2 2 1 1 2 0 0 0 0.088806 0.419609
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 1 1 0 1 1 0 0 0.094521 0.443679
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 0 1 1 1 1 1 1 0 0.075656 0.428278
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 2 1 1 1 0 0.093796 0.416614
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 1 1 1 1 0 0.092779 0.423738
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 1 2 2 0 2 0 0 0.07908 0.43
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 1 0 1 2 1 1 0 0.090802 0.427084
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 2 1 1 1 2 0 0 0.089589 0.428219
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 1 0 2 1 1 1 0 0 0.076067 0.427319
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 1 2 0 1 1 1 1 1 0 0.082505 0.421703
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 2 1 0 0 0 0.091898 0.418434
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 0 0 0 0 1 2 0 0 0.081487 0.419706
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 1 0 2 1 0 2 0 0 0.077769 0.420059
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 1 0 1 0 2 0 0 0.075969 0.417691
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 2 0 1 2 2 0 0 0.089589 0.428297
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 1 0 1 1 0 3 0 1 0 0 0.097025 0.403425
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 2 3 0 1 0 1 0 0 0.07863 0.424129
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 1 2 2 0 1 1 0 0 0.080685 0.429706
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 3 2 0 1 0 0 1 0 0.095636 0.431213
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 1 1 2 1 2 0 0 0.083542 0.410431
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 2 2 1 1 1 0 0 0 0.092133 0.42182
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 1 2 2 0 0 0.090744 0.428904
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 2 0 2 2 1 0 2 0 0 0.071018 0.423718
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 1 0 1 2 1 0 2 0 0 0.085068 0.426399
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1 1 0 1 0 1 0 2 0 0 0.081761 0.420137
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 1 2 1 1 1 0 0.081879 0.42728
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 1 0 2 2 1 1 0 0 0.080294 0.41771
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 1 1 1 2 1 0 0 0.07728 0.425166
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 0 1 0 0 2 0 2 0 0 0.09272 0.397319
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 2 1 3 0 2 0 0 0 0.077769 0.448297
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 2 1 3 1 1 1 0 0 0.080881 0.439393
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 0 3 2 0 1 0 0 0.092172 0.411409
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 2 1 2 0 0 1 0 0.085597 0.413914
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 1 1 1 2 1 0 0 0.079198 0.430939
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 3 2 1 0 0 0.082955 0.42407
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 2 2 1 2 0 0 0.077671 0.43135
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 0 3 1 1 0 1 1 0 0.077613 0.436908
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 2 0 0 1 0 1 2 0 0 0.083268 0.433973
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 1 1 2 1 0 2 0 0 0 0.077397 0.441781
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 1 0 1 0 1 1 0 0 0.084853 0.426536
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 1 1 1 1 0 0.076654 0.42591
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 1 0 0 0 3 1 1 0 0.090587 0.436928
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 2 0 1 1 0 2 1 0 0.08045 0.433151
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 1 2 2 1 0 0 0.089863 0.414031
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 1 2 0 1 2 1 0 0 0.082935 0.415519
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3 1 1 1 2 2 0 0 0 0.081644 0.42362
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 1 1 0 2 1 2 0 0 0.093601 0.409765
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 3 0 1 2 1 0 0 0.082016 0.435577
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 0 1 1 1 1 2 1 0 0 0 0.085734 0.421448
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 1 1 0 1 2 0 0 0 0.080352 0.418376
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 2 2 1 2 0 0 0.08454 0.43683
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 0 2 1 2 0 0 0 0.073307 0.420215
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 2 1 2 2 0 2 0 0 0.079667 0.441037
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 2 1 1 1 0 0.093777 0.425499
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 2 1 2 0 0 1 0 0.082094 0.422838
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 1 2 0 3 0 1 0 0 0.093933 0.418904
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 2 1 2 1 0 0.090294 0.418063
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 3 1 2 0 1 1 1 0 0.088845 0.442857
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 1 0 2 0 2 1 0 0.084286 0.420235
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 1 1 2 1 2 0 0 0.089217 0.410137
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 2 1 1 2 1 1 0 0 0.092975 0.42593
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 2 2 0 2 0 0 0.085773 0.412857
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 2 2 1 1 0 0 0.081155 0.421761
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 1 2 2 1 0 1 0 0.084853 0.411409
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 0 0 1 0 1 0 0 0.098806 0.42683
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 1 0 1 1 0 0 0 0.091683 0.428904
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 2 0 0 0.097025 0.438356
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 1 1 0 2 0 2 0 0 0.088102 0.413699
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 1 1 1 0 1 0 0.090215 0.422114
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 2 0 0 0 0.092877 0.448063
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 1 2 0 2 0 0 0.094188 0.415245
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 1 0 0 2 0 1 1 1 0 0 0.092329 0.414462
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 1 1 2 0 1 0 0 0.092838 0.423738
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 2 2 1 0 1 0 0.087906 0.437495
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 2 1 1 0 0 0 0.074971 0.418728
