EndOfGen Gen PropellantDoesNotIgnite PropellantSnuffsOut Blowby_projectile Blowby_breech NotEnoughPressure TooMuchPressure FailToInitiatePower InsufficientBatterySupply MotorDamage InadequateTorque GEUCommandNotRecieved CapacitorNotCharged CommandSentEarly CommandSentLate IgnitePropellant SealGas GeneratePressure InitiateInflightPower ModifyAttitude ArmWarheadFuze SendFireCommand Launch BallisticFlight TerminalEffects System red_system System red_system
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 3 0 0 0 1 1 0 1 0 0.079159 0.411194
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 0 1 3 1 0 2 0 0 0.071429 0.430431
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0 1 0 2 1 1 0 0.0709784735812133 0.435675146771037
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 1 2 0 0 0 0.0719373776908024 0.416183953033268
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 2 1 1 0 2 0 2 0 0 0.0823091976516634 0.409178082191781
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 1 2 1 2 0 0 0.0873972602739726 0.408277886497065
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1 0 2 1 0 1 2 1 0 0 0.0899608610567515 0.407671232876712
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 3 0 0 2 0 2 0 0 0.0925440313111546 0.405088062622309
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 1 2 1 1 1 1 0 1 0 0 0.073738 0.414344
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2 1 1 1 1 1 0 0 0.071487 0.419276
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 0 1 3 1 0 2 0 0 0.071429 0.430431
2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 1 0 1 1 0 1 1 0 0.076047 0.409432
2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0 1 0 2 1 1 1 0 0.075362 0.41319
3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 1 1 1 1 1 0 0 0 0.072896 0.411526
3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 3 2 1 1 0 1 0 1 0 0.070039 0.440431
3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 1 1 1 0 0 0.070215 0.420254
3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 2 1 0 0 1 0 0.0709 0.415401
3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 1 1 1 1 1 0 0 0 0.072896 0.411526
4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 3 2 1 1 0 1 0 1 0 0.070039 0.440431
4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 1 1 1 0 0 0.070215 0.420254
4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 2 1 0 0 1 0 0.0709 0.415401
4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 2 1 1 2 1 0 1 0 0 0.075401 0.406693
4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 3 1 1 1 1 1 0 0 0 0.074716 0.410176
4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 2 1 2 2 1 1 0 0 0 0.070802 0.418454
5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 1 1 1 1 1 0 0 0 0.072896 0.411526
5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 2 1 1 2 1 0 1 0 0 0.075401 0.406693
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 1 0 1 1 1 1 0 0 0.074129 0.409687
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 2 0 2 0 1 0 1 0 0.07227 0.41407
6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 1 1 1 1 1 0 0 0 0.072896 0.411526
6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 2 1 1 2 1 0 1 0 0 0.075401 0.406693
6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 1 0 1 1 1 1 0 0 0.074129 0.409687
6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 3 2 0 1 1 1 1 0 0 0.072133 0.412642
7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 2 1 1 2 1 0 1 0 0 0.075401 0.406693
7 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
7 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 1 1 2 0 0 0 0 0.070196 0.409393
8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 2 1 1 2 1 0 1 0 0 0.075401 0.406693
8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
8 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 1 1 2 0 0 0 0 0.070196 0.409393
9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
9 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 1 1 2 0 0 0 0 0.070196 0.409393
9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 1 0 2 1 0 2 0 0 0.068826 0.430294
9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 2 2 0 0 0 0 0.07184 0.406986
9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 1 0 2 1 0 0 1 0 0.074129 0.406145
10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
10 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 1 1 2 0 0 0 0 0.070196 0.409393
10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 1 0 2 1 0 2 0 0 0.068826 0.430294
10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 2 2 0 0 0 0 0.07184 0.406986
10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 1 0 2 1 0 0 1 0 0.074129 0.406145
11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
11 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 1 1 2 0 0 0 0 0.070196 0.409393
11 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 1 0 2 1 0 2 0 0 0.068826 0.430294
11 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 2 2 0 0 0 0 0.07184 0.406986
11 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 1 0 2 1 0 0 1 0 0.074129 0.406145
12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
12 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
12 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 1 1 2 0 0 0 0 0.070196 0.409393
12 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 1 0 2 1 0 2 0 0 0.068826 0.430294
12 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 2 2 0 0 0 0 0.07184 0.406986
12 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 1 0 2 1 0 0 1 0 0.074129 0.406145
13 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
13 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 1 0 2 1 0 2 0 0 0.068826 0.430294
13 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 1 1 2 0 0 0 0 0.069922 0.405186
13 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 2 0 0 0 0 0.074853 0.403209
14 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
14 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
14 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 1 1 2 0 0 0 0 0.069922 0.405186
14 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 2 0 0 0 0 0.074853 0.403209
14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1 1 2 1 2 0 0 0 0.068493 0.42182
14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 1 2 0 0 0 0 0.069726 0.40771
15 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
15 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
15 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 1 1 2 0 0 0 0 0.069922 0.405186
15 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 2 0 0 0 0 0.074853 0.403209
15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1 1 2 1 2 0 0 0 0.068493 0.42182
15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 1 2 0 0 0 0 0.069726 0.40771
15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 0 3 1 0 0 0 0 0.067984 0.425186
16 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
16 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 1 1 2 0 0 0 0 0.069922 0.405186
16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 2 0 0 0 0 0.074853 0.403209
16 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1 1 2 1 2 0 0 0 0.068493 0.42182
16 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 1 2 0 0 0 0 0.069726 0.40771
16 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 0 3 1 0 0 0 0 0.067984 0.425186
17 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
17 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
17 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 1 1 2 0 0 0 0 0.069922 0.405186
17 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 2 0 0 0 0 0.074853 0.403209
17 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1 1 2 1 2 0 0 0 0.068493 0.42182
17 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 1 2 0 0 0 0 0.069726 0.40771
17 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 0 3 1 0 0 0 0 0.067984 0.425186
18 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
18 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
18 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 1 1 2 0 0 0 0 0.069922 0.405186
18 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 2 0 0 0 0 0.074853 0.403209
18 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1 1 2 1 2 0 0 0 0.068493 0.42182
18 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 1 2 0 0 0 0 0.069726 0.40771
18 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 0 3 1 0 0 0 0 0.067984 0.425186
19 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 0 1 1 1 0 0 0.076047 0.400098
19 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 2 1 2 0 0 0 0.069159 0.414384
19 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 1 1 2 0 0 0 0 0.069922 0.405186
19 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 2 2 0 0 0 0 0.074853 0.403209
19 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1 1 2 1 2 0 0 0 0.068493 0.42182
19 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 1 0 1 2 0 0 0 0 0.069726 0.40771
19 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 0 3 1 0 0 0 0 0.067984 0.425186
