EndOfGen Gen PropellantDoesNotIgnite PropellantSnuffsOut Blowby_projectile Blowby_breech NotEnoughPressure TooMuchPressure FailToInitiatePower InsufficientBatterySupply MotorDamage InadequateTorque GEUCommandNotRecieved CapacitorNotCharged CommandSentEarly CommandSentLate IgnitePropellant SealGas GeneratePressure InitiateInflightPower ModifyAttitude ArmWarheadFuze SendFireCommand Launch BallisticFlight TerminalEffects System red_system System red_system
8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 4 2 0 1 2 0 0 0 0 0 0.101272 0.401703
8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5 2 1 1 1 0 0 0 0 0 0.118493 0.393346
8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 6 3 0 1 1 0 0 0 0 0 0.107456 0.399746
8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 5 1 0 1 1 0 0 0 0 0 0.107632 0.397808
8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 0 4 0 0 0 0 0 0.092544 0.443268
8 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3 0 0 4 0 0 0 0 0 0.094501 0.419883
8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 2 0 0 2 0 0 0 0 0 0.099922 0.412524
9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 1 0 0 0 0 0 0 0.131545988258317 0.387808219178082
9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 0 0 0 0 0 0 0 0.128415 0.38863
9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 4 2 0 1 2 0 0 0 0 0 0.101272 0.401703
9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5 2 1 1 1 0 0 0 0 0 0.118493 0.393346
9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 0 4 0 0 0 0 0 0.092544 0.443268
9 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3 0 0 4 0 0 0 0 0 0.094501 0.419883
9 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 2 0 0 2 0 0 0 0 0 0.099922 0.412524
9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 1 0 0 2 0 0 0 0 0 0.105656 0.396869
10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 1 0 0 0 0 0 0 0.131545988258317 0.387808219178082
10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 0 0 0 0 0 0 0 0.128415 0.38863
10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 4 2 0 1 2 0 0 0 0 0 0.101272 0.401703
10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5 2 1 1 1 0 0 0 0 0 0.118493 0.393346
10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 0 4 0 0 0 0 0 0.092544 0.443268
10 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3 0 0 4 0 0 0 0 0 0.094501 0.419883
10 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 2 0 0 2 0 0 0 0 0 0.099922 0.412524
10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 1 0 0 2 0 0 0 0 0 0.105656 0.396869
11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 1 0 0 0 0 0 0 0.131545988258317 0.387808219178082
11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 0 0 0 0 0 0 0 0.128415 0.38863
11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 4 2 0 1 2 0 0 0 0 0 0.101272 0.401703
11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5 2 1 1 1 0 0 0 0 0 0.118493 0.393346
11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 0 4 0 0 0 0 0 0.092544 0.443268
11 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3 0 0 4 0 0 0 0 0 0.094501 0.419883
11 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 2 0 0 2 0 0 0 0 0 0.099922 0.412524
11 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 1 0 0 2 0 0 0 0 0 0.105656 0.396869
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 1 0 0 0 0 0 0 0.131545988258317 0.387808219178082
12 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 0 0 0 0 0 0 0 0.128415 0.38863
12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 4 2 0 1 2 0 0 0 0 0 0.101272 0.401703
12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5 2 1 1 1 0 0 0 0 0 0.118493 0.393346
12 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 0 4 0 0 0 0 0 0.092544 0.443268
12 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3 0 0 4 0 0 0 0 0 0.094501 0.419883
12 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 2 0 0 2 0 0 0 0 0 0.099922 0.412524
12 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 1 0 0 2 0 0 0 0 0 0.105656 0.396869
13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 1 0 0 0 0 0 0 0.131545988258317 0.387808219178082
13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 0 0 0 0 0 0 0 0.128415 0.38863
13 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 4 2 0 1 2 0 0 0 0 0 0.101272 0.401703
13 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5 2 1 1 1 0 0 0 0 0 0.118493 0.393346
13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 0 4 0 0 0 0 0 0.092544 0.443268
13 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3 0 0 4 0 0 0 0 0 0.094501 0.419883
13 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 2 0 0 2 0 0 0 0 0 0.099922 0.412524
13 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 1 0 0 2 0 0 0 0 0 0.105656 0.396869
14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 1 0 0 0 0 0 0 0.131545988258317 0.387808219178082
14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 0 0 0 0 0 0 0 0.128415 0.38863
14 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 4 2 0 1 2 0 0 0 0 0 0.101272 0.401703
14 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5 2 1 1 1 0 0 0 0 0 0.118493 0.393346
14 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 0 4 0 0 0 0 0 0.092544 0.443268
14 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3 0 0 4 0 0 0 0 0 0.094501 0.419883
14 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 2 0 0 2 0 0 0 0 0 0.099922 0.412524
14 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 1 0 0 2 0 0 0 0 0 0.105656 0.396869
15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 1 0 0 0 0 0 0 0.131545988258317 0.387808219178082
15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 0 0 0 0 0 0 0 0.128415 0.38863
15 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 4 2 0 1 2 0 0 0 0 0 0.101272 0.401703
15 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5 2 1 1 1 0 0 0 0 0 0.118493 0.393346
15 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 0 4 0 0 0 0 0 0.092544 0.443268
15 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3 0 0 4 0 0 0 0 0 0.094501 0.419883
15 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 2 0 0 2 0 0 0 0 0 0.099922 0.412524
15 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 1 0 0 2 0 0 0 0 0 0.105656 0.396869
16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 1 0 0 0 0 0 0 0.131545988258317 0.387808219178082
16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 7 0 0 0 0 0 0 0 0 0 0.128415 0.38863
16 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 4 2 0 1 2 0 0 0 0 0 0.101272 0.401703
16 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5 2 1 1 1 0 0 0 0 0 0.118493 0.393346
16 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 0 4 0 0 0 0 0 0.092544 0.443268
16 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 4 3 0 0 4 0 0 0 0 0 0.094501 0.419883
16 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 2 0 0 2 0 0 0 0 0 0.099922 0.412524
16 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 1 0 0 2 0 0 0 0 0 0.105656 0.396869
