EndOfGen Gen PropellantDoesNotIgnite PropellantSnuffsOut Blowby_projectile Blowby_breech NotEnoughPressure TooMuchPressure FailToInitiatePower InsufficientBatterySupply MotorDamage InadequateTorque GEUCommandNotRecieved CapacitorNotCharged CommandSentEarly CommandSentLate IgnitePropellant SealGas GeneratePressure InitiateInflightPower ModifyAttitude ArmWarheadFuze SendFireCommand Launch BallisticFlight TerminalEffects System red_system System red_system
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 5 4 0 0 0 0 0 0 0.12816 0.447652
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 6 3 0 0 0 0 0 0.128121 0.458278
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 4 5 1 0 0 0 0 0 0.127299 0.459452
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 6 5 0 0 0 0 0 0 0.130881 0.43638
6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 6 2 0 0 0 0 0 0.135127201565558 0.429412915851272
6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 6 2 0 0 0 0 0 0.134051 0.433053
6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 4 5 2 0 0 0 0 0 0.124149 0.461683
6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 5 2 0 0 0 0 0 0.139217 0.419256
6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 1 3 6 0 0 0 0 0 0 0.122994 0.474677
6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 5 4 0 0 0 0 0 0 0.12544 0.44593
6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 5 5 0 0 0 0 0 0 0.12955 0.444247
6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 6 6 0 0 0 0 0 0 0.130215 0.434521
7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 6 2 0 0 0 0 0 0.135127201565558 0.429412915851272
7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 6 2 0 0 0 0 0 0.134051 0.433053
7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 4 5 2 0 0 0 0 0 0.124149 0.461683
7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 5 2 0 0 0 0 0 0.139217 0.419256
7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 1 3 6 0 0 0 0 0 0 0.122994 0.474677
7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 5 4 0 0 0 0 0 0 0.12544 0.44593
7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 5 5 0 0 0 0 0 0 0.12955 0.444247
7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 6 6 0 0 0 0 0 0 0.130215 0.434521
8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 4 5 2 0 0 0 0 0 0.124149 0.461683
8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 5 2 0 0 0 0 0 0.139217 0.419256
8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 1 3 6 0 0 0 0 0 0 0.122994 0.474677
8 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 5 4 0 0 0 0 0 0 0.12544 0.44593
8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 6 6 0 0 0 0 0 0 0.128826 0.428239
9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 4 5 2 0 0 0 0 0 0.124149 0.461683
9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 5 2 0 0 0 0 0 0.139217 0.419256
9 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 1 3 6 0 0 0 0 0 0 0.122994 0.474677
9 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 5 4 0 0 0 0 0 0 0.12544 0.44593
9 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 6 6 0 0 0 0 0 0 0.128826 0.428239
9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 6 4 0 0 0 0 0 0 0.12865 0.43092
10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 5 2 0 0 0 0 0 0.139217 0.419256
10 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 5 4 0 0 0 0 0 0 0.12544 0.44593
10 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 6 6 0 0 0 0 0 0 0.128826 0.428239
10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 6 4 0 0 0 0 0 0 0.12865 0.43092
10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 4 6 0 0 0 0 0 0 0.121879 0.459061
10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 6 3 0 0 0 0 0 0 0.128434 0.436947
11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 5 2 0 0 0 0 0 0.139217 0.419256
11 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 5 4 0 0 0 0 0 0 0.12544 0.44593
11 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 6 6 0 0 0 0 0 0 0.128826 0.428239
11 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 6 4 0 0 0 0 0 0 0.12865 0.43092
11 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 4 6 0 0 0 0 0 0 0.121879 0.459061
11 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 6 3 0 0 0 0 0 0 0.128434 0.436947
12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 5 2 0 0 0 0 0 0.139217 0.419256
12 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 5 4 0 0 0 0 0 0 0.12544 0.44593
12 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 6 6 0 0 0 0 0 0 0.128826 0.428239
12 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 6 4 0 0 0 0 0 0 0.12865 0.43092
12 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 4 6 0 0 0 0 0 0 0.121879 0.459061
12 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 6 3 0 0 0 0 0 0 0.128434 0.436947
13 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 5 2 0 0 0 0 0 0.139217 0.419256
13 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 5 4 0 0 0 0 0 0 0.12544 0.44593
13 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 6 6 0 0 0 0 0 0 0.128826 0.428239
13 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 6 4 0 0 0 0 0 0 0.12865 0.43092
13 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 4 6 0 0 0 0 0 0 0.121879 0.459061
13 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 6 3 0 0 0 0 0 0 0.128434 0.436947
