"Gen" "PropellantDoesNotIgnite" "PropellantSnuffsOut" "Blowby_projectile" "Blowby_breech" "NotEnoughPressure" "TooMuchPressure" "FailToInitiatePower" "InsufficientBatterySupply" "MotorDamage" "InadequateTorque" "GEUCommandNotRecieved" "CapacitorNotCharged" "CommandSentEarly" "CommandSentLate" "IgnitePropellant" "SealGas" "GeneratePressure" "InitiateInflightPower" "ModifyAttitude" "ArmWarheadFuze" "SendFireCommand" "Launch" "BallisticFlight" "TerminalEffects" "System" "red_system" "System" "red_system" "des"
9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 6 0 0 0 0 0 0.081311 0.331409 0.081311
