PropellantDoesNotIgnite PropellantSnuffsOut Blowby_projectile Blowby_breech NotEnoughPressure TooMuchPressure FailToInitiatePower InsufficientBatterySupply MotorDamage InadequateTorque GEUCommandNotRecieved CapacitorNotCharged CommandSentEarly CommandSentLate IgnitePropellant SealGas GeneratePressure InitiateInflightPower ModifyAttitude ArmWarheadFuze SendFireCommand Launch BallisticFlight TerminalEffects System red_system System red_system
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 4 1 2 1 3 0 0 0 0 0 0.320724070450098 0.59518590998043
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 1 2 4 5 0 0 0 0 0 0.306614481409002 0.591565557729942
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 2 4 2 2 0 0 0 0 0 0.299921722113503 0.534168297455969
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 4 1 4 1 0 0 0 0 0 0.325675146771037 0.629001956947163
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 4 3 3 0 0 0 0 0 0 0.28972602739726 0.560528375733855
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 0 5 2 0 0 0 0 0 0.31720156555773 0.670900195694716
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 4 1 1 2 5 0 0 0 0 0 0.324168297455969 0.626868884540117
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 4 1 5 0 0 0 0 0 0.311252446183953 0.536751467710372
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 1 2 1 6 0 0 0 0 0 0 0.315029354207437 0.629941291585127
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 4 2 2 0 4 0 0 0 0 0 0.338982387475538 0.592172211350294
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 2 1 3 2 0 0 0 0 0 0 0.31252446183953 0.560782778864971
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 5 1 2 2 1 0 0 0 0 0 0.321898238747554 0.592544031311155
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 4 3 0 4 2 0 0 0 0 0 0.323757338551859 0.671917808219178
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 4 1 6 0 0 0 0 0 0.317964774951076 0.534285714285714
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 3 1 4 2 0 0 0 0 0 0.31307240704501 0.629921722113503
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 3 1 3 0 4 0 0 0 0 0 0.322759295499022 0.56146771037182
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 4 2 4 0 0 0 0 0 0 0.311937377690802 0.593189823874755
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 2 0 4 3 0 0 0 0 0 0.329080234833659 0.669647749510763
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 4 3 2 0 0 0 0 0 0.309667318982388 0.539393346379648
0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 4 0 4 2 0 0 0 0 0 0.338356164383562 0.671272015655577
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 5 1 2 2 3 0 0 0 0 0 0.330606653620352 0.59279843444227
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 4 5 0 0 0 0 0 0 0 0.323502935420744 0.510371819960861
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 1 0 4 2 4 0 0 0 0 0 0.30293542074364 0.534559686888454
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 3 4 2 3 0 0 0 0 0 0.313228962818004 0.536849315068493
0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 4 1 1 2 2 0 0 0 0 0 0.336066536203522 0.628336594911937
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 6 2 1 2 1 0 0 0 0 0 0.336027397260274 0.629647749510763
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 4 3 2 2 0 0 0 0 0 0.32293542074364 0.56174168297456
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 6 2 1 3 1 0 0 0 0 0 0.322465753424657 0.628786692759295
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 1 1 2 5 0 0 0 0 0 0 0.300724070450098 0.592230919765166
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 5 3 1 0 0 0 0 0 0.293189823874755 0.510156555772994
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 2 4 0 4 1 0 0 0 0 0 0.321663405088062 0.672172211350294
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 5 1 5 3 0 0 0 0 0 0.322681017612525 0.630117416829746
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 4 5 5 0 0 0 0 0 0.297886497064579 0.536829745596869
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 3 1 3 0 0 0 0 0 0 0 0.326771037181996 0.561859099804305
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 5 1 1 1 0 0 0 0 0 0.343502935420743 0.628317025440313
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 6 2 1 1 0 0 0 0 0 0.325499 0.593346
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 0 1 4 2 0 0 0 0 0 0.3091 0.628669
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 4 1 0 0 0 0 0 0 0.323679 0.537808
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 3 5 3 0 0 0 0 0 0 0.299393 0.512192
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 1 4 1 5 0 0 0 0 0 0.329256 0.53593
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 2 4 1 0 0 0 0 0 0 0.30771 0.532622
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 1 4 0 0 0 0 0 0.319276 0.539628
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 1 2 4 3 0 0 0 0 0 0.318239 0.593836
0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 2 1 5 0 0 0 0 0 0.331135 0.592446
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 4 4 2 0 0 0 0 0 0 0.313738 0.535519
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 5 0 0 3 0 0 0 0 0 0.364599 0.671722
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1 3 4 4 0 0 0 0 0 0.299374 0.561096
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 4 1 3 1 0 0 0 0 0 0.327926 0.63002
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 1 1 2 2 2 0 0 0 0 0 0.3182 0.593014
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 2 1 2 2 2 0 0 0 0 0 0.31 0.591918
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 4 1 2 2 1 0 0 0 0 0 0.329785 0.591605
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 4 2 0 0 0 0 0 0 0.315127 0.533131
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 6 2 1 1 1 1 0 0 0 0 0 0.325323 0.629335
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 2 1 1 4 0 0 0 0 0 0.33955 0.629569
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 6 3 1 0 2 0 0 0 0 0 0.344736 0.628806
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 1 2 0 4 0 0 0 0 0 0.338043 0.593562
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 0 0 4 1 2 0 0 0 0 0 0.305734 0.532818
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 4 3 3 1 0 0 0 0 0 0.306164 0.559061
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1 4 0 4 0 0 0 0 0 0.334051 0.536849
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 3 1 3 0 0 0 0 0 0 0 0.337221 0.561487
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 1 8 0 2 0 0 0 0 0 0.311957 0.458474
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 6 2 2 0 0 0 0 0 0 0.319413 0.591507
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 4 1 5 0 0 0 0 0 0.324873 0.534873
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 4 1 0 0 0 0 0 0 0.308278 0.536438
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 6 1 5 0 0 0 0 0 0.315734 0.491585
0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 4 0 4 1 0 0 0 0 0 0.335284 0.670372
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 2 0 6 1 0 0 0 0 0 0.311722 0.671722
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 5 1 0 5 0 0 0 0 0 0.355616 0.628963
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 2 3 0 0 0 0 0 0.332564 0.591292
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 4 2 1 3 0 0 0 0 0 0.336967 0.592153
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 0 3 0 0 0 0 0 0.347143 0.593875
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 1 3 4 1 1 0 0 0 0 0 0.299335 0.534442
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 3 5 0 0 0 0 0 0.319883 0.561977
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 1 0 3 2 4 0 0 0 0 0 0.306145 0.560196
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 3 3 2 3 0 0 0 0 0 0.32135 0.563327
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 5 3 1 2 0 0 0 0 0 0.320939 0.560176
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 2 2 2 0 0 0 0 0 0.311409 0.590724
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 2 3 1 3 0 0 0 0 0 0.310978 0.56
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 1 2 2 0 2 0 0 0 0 0 0.325538 0.5909
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 5 0 3 0 4 2 0 0 0 0 0 0.320196 0.670176
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 2 1 3 2 3 0 0 0 0 0 0.317436 0.561546
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 2 1 2 1 4 0 0 0 0 0 0.329119 0.59182
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 3 4 1 3 0 0 0 0 0 0.31456 0.532544
0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 3 1 2 5 0 0 0 0 0 0.3309 0.628806
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 4 0 2 0 4 0 0 0 0 0 0.338552 0.592975
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 4 4 2 1 0 0 0 0 0 0.312975 0.534462
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 1 3 3 0 0 0 0 0 0 0.317691 0.558004
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 1 2 2 2 0 0 0 0 0 0.30681 0.593601
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 2 2 2 3 0 0 0 0 0 0.325558 0.592348
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 5 2 1 3 0 0 0 0 0 0 0.324051 0.629295
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 4 2 2 0 0 0 0 0 0.304442 0.532368
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 1 3 5 0 0 0 0 0 0.32225 0.628239
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 3 1 4 1 0 0 0 0 0 0 0.320098 0.533229
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 2 4 1 4 0 0 0 0 0 0.321174 0.53454
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 5 2 2 1 1 0 0 0 0 0 0.331761 0.591331
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 4 1 3 0 0 0 0 0 0 0.321585 0.629648
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 3 4 3 0 0 0 0 0 0 0.288748 0.533679
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 5 1 0 0 0 0 0 0 0.316145 0.510489
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 1 3 2 1 0 0 0 0 0 0.322387 0.565949
0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 1 4 0 3 2 0 0 0 0 0 0.342524 0.671781
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 2 4 0 5 0 0 0 0 0 0.322505 0.535323
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 5 2 1 2 2 0 0 0 0 0 0.328669 0.628239
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 1 4 3 1 1 0 0 0 0 0 0.318611 0.56272
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 2 5 1 1 0 0 0 0 0 0.304501 0.514658
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 3 3 3 4 0 0 0 0 0 0.308552 0.560294
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 3 0 4 3 0 0 0 0 0 0.327241 0.672427
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 1 4 1 4 0 0 0 0 0 0.322172 0.534873
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 5 2 1 0 3 0 0 0 0 0 0 0.320587 0.670548
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 2 3 1 0 0 0 0 0 0.329804 0.593483
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 1 3 1 6 0 0 0 0 0 0.334775 0.561937
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 3 1 3 0 3 0 0 0 0 0 0.329609 0.56227
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 1 1 4 2 0 0 0 0 0 0.318219 0.629198
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 1 2 3 1 0 0 0 0 0 0 0.311292 0.559687
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 4 4 3 0 0 0 0 0 0.307143 0.534912
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 0 5 2 2 0 0 0 0 0 0.299863 0.509628
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 4 1 2 4 0 0 0 0 0 0.313777 0.630705
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 3 2 3 3 0 0 0 0 0 0.316204 0.592153
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 3 1 4 0 0 0 0 0 0 0 0.309276 0.534188
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 4 4 1 1 0 0 0 0 0 0.325714 0.531546
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 3 5 1 3 0 0 0 0 0 0.309922 0.512524
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 6 3 1 0 0 0 0 0 0.301742 0.491311
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 1 5 0 0 0 0 0 0.322975 0.563992
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 1 1 3 6 0 0 0 0 0 0.334755 0.629354
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 4 3 2 0 0 0 0 0 0 0.32229 0.562446
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 1 1 1 2 0 0 0 0 0 0.338493 0.62955
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 8 0 1 0 0 0 0 0 0.315499 0.459119
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 7 0 2 0 0 0 0 0 0.316145 0.477123
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 1 7 0 0 0 0 0 0 0 0.318493 0.472348
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 4 6 0 0 0 0 0 0 0 0.329706 0.497554
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 5 3 0 0 0 0 0 0 0.292035 0.512114
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 5 0 0 0 0 0 0 0 0.33411 0.515949
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 1 3 1 1 0 0 0 0 0 0.316145 0.559941
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 1 4 1 1 0 0 0 0 0 0.322603 0.536125
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 4 0 3 0 0 0 0 0 0.34227 0.537417
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 4 0 5 1 1 0 0 0 0 0 0.317104 0.510841
0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 1 0 5 0 0 0 0 0 0 0 0.335382 0.510489
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 4 4 0 0 0 0 0 0 0 0.330959 0.535342
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 2 3 0 4 0 0 0 0 0 0.346341 0.56591
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 4 0 5 0 0 0 0 0 0.333386 0.534481
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 3 1 5 0 0 0 0 0 0.329628 0.563014
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 1 3 0 0 0 0 0 0.299276 0.534912
