EndOfGen Gen PropellantDoesNotIgnite PropellantSnuffsOut Blowby_projectile Blowby_breech NotEnoughPressure TooMuchPressure FailToInitiatePower InsufficientBatterySupply MotorDamage InadequateTorque GEUCommandNotRecieved CapacitorNotCharged CommandSentEarly CommandSentLate IgnitePropellant SealGas GeneratePressure InitiateInflightPower ModifyAttitude ArmWarheadFuze SendFireCommand Launch BallisticFlight TerminalEffects System red_system System red_system
4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 1 1 0 3 2 0 0 0.225597 0.45456
4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 1 3 2 0 1 1 0 0 0 0.215147 0.478787
4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 1 0 0 2 2 0 0 0.219667 0.463523
4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 2 2 0 0 2 1 1 0 0.213483 0.479667
5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 3 2 0 0 2 2 0 0 0.216771037181996 0.467377690802348
5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 1 1 0 3 2 0 0 0.225597 0.45456
5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 1 0 0 2 2 0 0 0.219667 0.463523
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 2 0 0 3 1 1 0 0.218885 0.465225
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 1 0 1 2 2 0 0 0.218454 0.465245
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 0 0 2 2 0 0 0.211898 0.486399
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 3 2 0 0 0.212877 0.470568
5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 2 0 0 2 1 0 0 0.220352 0.460822
6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 1 1 0 3 2 0 0 0.225597 0.45456
6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 3 2 0 0 0.212877 0.470568
6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 2 0 0 2 1 0 0 0.220352 0.460822
6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 1 2 2 0 0 0.210626 0.478102
6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 3 2 0 0 2 2 0 0 0.216321 0.466654
6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 2 0 0 2 1 0 0 0.217378 0.463307
7 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 3 2 0 0 0.212877 0.470568
7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 1 2 2 0 0 0.210626 0.478102
7 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 3 2 0 0 0.212877 0.470568
8 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 1 2 2 0 0 0.210626 0.478102
8 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 3 2 0 0 0.212877 0.470568
9 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 3 2 0 0 0.212877 0.470568
10 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 0 3 1 0 0 0.217534 0.446517
11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 3 2 0 0 0.212877 0.470568
11 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
11 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
11 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 0 3 1 0 0 0.217534 0.446517
11 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3 3 0 0 2 1 1 0 0.215656 0.467613
12 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 3 2 0 0 0.212877 0.470568
12 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
12 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
12 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 0 3 1 0 0 0.217534 0.446517
12 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3 3 0 0 2 1 1 0 0.215656 0.467613
12 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 3 3 0 1 0 1 1 0 0.209139 0.496164
13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 3 2 0 0 0.212877 0.470568
13 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
13 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
13 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 0 3 1 0 0 0.217534 0.446517
13 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 3 3 0 1 0 1 1 0 0.209139 0.496164
13 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 3 0 0 2 2 0 0 0.209413 0.482035
13 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 3 0 0 2 1 0 0 0.213425 0.463229
14 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
14 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
14 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 0 3 1 0 0 0.217534 0.446517
14 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 3 3 0 1 0 1 1 0 0.209139 0.496164
14 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 3 0 0 2 2 0 0 0.209413 0.482035
14 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 3 0 0 2 1 0 0 0.213425 0.463229
14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 3 2 0 0 2 1 0 0 0.21456 0.46274
14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 0 0 3 1 0 0 0.212211 0.470078
14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 3 0 0 1 0 1 0 0.209569 0.476732
15 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
15 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
15 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 0 3 1 0 0 0.217534 0.446517
15 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 3 3 0 1 0 1 1 0 0.209139 0.496164
15 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 3 0 0 2 2 0 0 0.209413 0.482035
15 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 3 0 0 2 1 0 0 0.213425 0.463229
15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 3 2 0 0 2 1 0 0 0.21456 0.46274
15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 0 0 3 1 0 0 0.212211 0.470078
15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 3 0 0 1 0 1 0 0.209569 0.476732
15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 3 0 0 2 1 1 0 0.212329 0.467143
16 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
16 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
16 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 0 3 1 0 0 0.217534 0.446517
16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 3 0 0 2 2 0 0 0.209413 0.482035
16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 3 0 0 2 1 0 0 0.213425 0.463229
16 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 3 2 0 0 2 1 0 0 0.21456 0.46274
16 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 0 0 3 1 0 0 0.212211 0.470078
16 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 3 0 0 1 0 1 0 0.209569 0.476732
16 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 3 0 0 2 1 1 0 0.212329 0.467143
16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 3 0 1 2 1 1 0 0.207808 0.484677
17 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
17 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
17 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 0 3 1 0 0 0.217534 0.446517
17 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 3 0 0 2 2 0 0 0.209413 0.482035
17 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 3 3 0 0 2 1 0 0 0.213425 0.463229
17 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 3 2 0 0 2 1 0 0 0.21456 0.46274
17 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 0 0 3 1 0 0 0.212211 0.470078
17 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 3 0 0 1 0 1 0 0.209569 0.476732
17 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 3 0 0 2 1 1 0 0.212329 0.467143
17 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 3 0 1 2 1 1 0 0.207808 0.484677
18 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2 0 0 3 1 0 0 0.216223 0.451546
18 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 2 0 1 1 1 0 0 0.209843 0.47546
18 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 2 0 0 3 1 0 0 0.217534 0.446517
18 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 3 0 0 2 2 0 0 0.209413 0.482035
18 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 0 0 3 1 0 0 0.212211 0.470078
18 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 3 0 0 1 0 1 0 0.209569 0.476732
18 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 3 0 1 2 1 1 0 0.207808 0.484677
18 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 2 0 0 2 1 1 0 0.21227 0.461742
